DTM_NAME,n_craters,median_d_km,cov_sqkm,crater_per_km2
REINER6,46,0.5911762204550199,649.71,0.0708008188268612
CARRELIMP01,34,0.6148205755411513,483.4,0.0703351261894911
FRSHCRATER10,8,1.0099056621960034,114.19,0.07005867413959191
NERNSTT01,44,0.8911048006749265,629.23,0.06992673585175532
RUMKERDOM13,84,0.634198315983616,1205.89,0.06965809485110581
LUNOKHOD2,64,0.6349008571495379,918.82,0.06965455693171677
EIMMARTA,32,0.9521284847696099,467.19,0.06849461675121471
IMPACTMELT1,9,0.9901072371987168,131.5,0.06844106463878327
ORIENTALE3,13,0.7485359670323274,192.4,0.06756756756756757
ROSSECRTR,42,0.6824999961981948,625.46,0.06715057717519905
APOLLO17_8,45,0.6844466766099311,671.89,0.06697524892467517
A12LMAS,38,0.7090094022244258,567.79,0.06692615227460857
KEPLRCONE01,43,0.5673298119634936,644.17,0.06675256531660897
COPRNEJCT01,42,0.9372368035775042,630.07,0.06665926008221308
GLUSHKO2,50,0.7747033918478603,751.58,0.06652651746986349
CAUCHY,48,0.5923735680960949,729.75,0.065775950668037
NEWCRATER7,27,0.571872942852191,410.93,0.06570462122502616
ATLAS,47,1.1530365625299912,715.33,0.06570394083849412
CRISMNERIM1,37,1.2152170902464974,567.24,0.06522812213525139
LASELMASIF1,8,1.3267056853061594,123.0,0.06504065040650407
ERATOSTHNS1,52,0.6747439182517121,802.1,0.06482982171799027
APOLLO17_2M,43,0.6232183311686974,667.3,0.06443878315600181
LICHTENBER3,8,0.7515168550992753,124.49,0.0642621897341152
CHAUCERP,67,1.1340161532117607,1056.8,0.06339894019682059
LARMORQ5,69,0.9263528052358222,1089.9,0.063308560418387
SULPICIUS3,8,0.6366363594691681,126.37,0.06330616443776213
MANILUS,39,0.6580100184822564,616.75,0.06323469801378193
TYCHOPK01,10,0.9690418216428804,159.14,0.06283775292195552
PRCLRMPIT01,48,0.6634689027738481,771.23,0.062238242806944746
SCHLUTER,27,0.7690859371534908,434.85,0.06209037599172128
PLATOT,71,0.6607596026479076,1146.44,0.06193084679529674
SLIPHER1,10,0.7913479345204926,162.15,0.061671292013567684
SULPICIUS2,10,0.7337306460743787,162.58,0.0615081805880182
APOLLO11,7,0.5305370654696255,114.61,0.06107669487828287
LARMORQ,121,0.9795662385678968,2001.89,0.060442881477004225
FECNDITATS2,40,0.5924544762431261,663.69,0.06026910153836881
PLANCKFLOOR,13,1.0937333896507335,217.24,0.05984164978825262
FECUNPIT,40,0.5924544762431261,669.29,0.059764825412003765
LIEBIGJ1,22,0.6452008105109277,368.7,0.059669107675617034
AESTUUM3,19,0.843699015426901,320.6,0.05926388022457891
EULERCONES,45,0.779046877171599,760.78,0.05914981992165935
CRSIUMHLLS1,54,0.6023848963297396,915.68,0.05897256683557575
MRINGENII4,14,0.609531392362109,238.44,0.05871498070793491
LAPLACEA,77,0.6484673854400422,1313.05,0.05864209283728723
LUNA24,8,0.5549751023221389,136.87,0.05844962373054723
ROSSECRTR2,17,0.6763684642051147,293.89,0.057844771853414544
LOBACHVSKY,52,0.8336740624442218,903.64,0.05754504006020097
RIPHDARNEY1,15,0.5877339396592225,260.73,0.05753077896674721
APOLLO15,7,0.6890736628034448,122.96,0.05692908262849707
APOLLO17_10,25,0.6866394359547774,444.21,0.05627968753517481
LICHTENBER10,7,0.5974638343058708,125.06,0.055973132896209817
FRSHCRATER8,11,0.9243198655733248,197.73,0.055631416578162146
MONSHADLEY1,18,0.6714082937166881,324.35,0.055495606597811005
APOLLO15_2,35,0.9708890413260042,633.59,0.05524077084549945
MARIUSCONE1,21,0.6779366945991179,380.22,0.05523118194729367
COPRNEJCT,57,0.9053532501793474,1042.44,0.05467940600897893
TYCHOPK05,6,1.4044413136094844,110.23,0.05443164292842239
GRUITHMARE2,61,0.7277781928605908,1128.15,0.05407082391525949
HERODOTUSA,35,0.6054875944896427,647.4,0.05406240345999382
CHANGE3,60,0.6368621644234427,1113.49,0.053884633000745405
MNDLSHTMLS,10,0.8275488635095392,186.44,0.053636558678395195
NECHO2,32,0.8256130997150439,602.09,0.05314820043515089
LARMORQ4,56,1.3151312195766462,1057.43,0.05295858827534683
ALDROVANDI2,24,0.5992807916731521,454.19,0.05284132191373654
MARIUSVOLC1,7,0.58989758108704,133.29,0.05251706804711532
WIENERF,10,0.7195592868844725,190.95,0.052369730295888976
WEBBUMOUND,26,0.5353299271424312,502.27,0.05176498695920521
LINNECRATER,7,0.6546920266635525,135.75,0.05156537753222836
GIORDNBRNO,115,0.7403984178794325,2239.1,0.05135992139698987
HSCARP5,7,0.6960598723519127,137.53,0.050897985893986766
BRAYLEYG01,34,0.6197022126306868,669.36,0.05079478905222899
MARIUSCONE,41,0.6295644768331046,811.89,0.050499451896192836
COPRNICUS01,25,0.616600578695988,497.7,0.05023106288929074
DARWINC,11,0.8118615076947187,219.9,0.05002273760800364
RUMKERDOME6,51,0.6481302266910008,1023.62,0.04982317656943006
CRISHORSE05,22,0.621746998703295,443.25,0.049633389734912575
LOWELL1,24,0.5936810597105697,493.66,0.04861645667058299
RUMKERDOM10,40,0.6485318411748359,823.95,0.04854663511135384
REINERPHOT2,20,0.5698181139561114,415.6,0.04812319538017324
GIORDNBRN15,16,0.8025270345795442,335.37,0.04770850105853237
SERENRIDGE1,24,0.5667940703521483,505.2,0.047505938242280284
CHAUCERP01,29,1.1183702391606882,610.95,0.047467059497503884
MARIUSDOME1,17,0.5797885636030335,360.81,0.047116210748039136
MARIUSPIT01,21,0.6223114566314977,449.88,0.046679114430514805
REINER10,11,0.6282710374779843,235.76,0.046657617916525285
APOLLO17_3,5,1.155879406037077,107.56,0.04648568240981778
BYRGIUSFLW1,10,0.639752480767092,216.26,0.04624063627115509
NRTHCRISM02,24,0.6211801504158105,524.27,0.045777938848303355
NEWCRATER6,11,0.688141034419462,243.11,0.0452470075274567
NEARLENTS1,8,1.0203694312258664,177.53,0.04506280628626148
LOWELL,36,0.6560375098190838,811.01,0.0443890950789756
GLUSHKO,29,0.6628107457022581,659.55,0.043969373057387615
RILLERDGE,39,0.6491476932331118,894.73,0.043588568618465905
KINGEJECTA,24,0.9564936715450945,552.39,0.043447564220930865
FRESHMELT2,8,1.0012600448624067,184.43,0.04337689096134034
SOSIRILLE,5,0.5389129439755389,116.57,0.042892682508364074
LUNA16,5,0.5060359410191673,117.31,0.04262211235188816
DORSUMNICOL,21,0.7417201194992595,497.19,0.04223737404211669
LICHTENBER5,6,0.6852848309609141,142.44,0.04212299915754002
GRUITHUISE4,6,0.6539589035437718,142.79,0.04201974928216262
APOLLO17_4,5,1.5075028611838932,119.59,0.04180951584580651
ORIENTALE2,6,0.6121283834584837,144.16,0.041620421753607105
ALPETRAGB01,16,0.5838110998304452,385.46,0.041508846572925855
FLAMSTDVNT,18,0.770322076477748,434.77,0.04140120063481841
COPERNGRAB,21,0.637774404207453,508.99,0.04125817796027427
MESSIER2,17,0.5762121992286899,413.92,0.04107073830691921
IMBRIUM1,43,0.6141043176375393,1049.88,0.04095706175943917
LICHTENBER4,4,0.7085334290106211,97.85,0.040878896269800714
MARIUS6,5,0.6482601370169617,123.64,0.04043998705920414
ALDROVANDI,27,0.6372035653396616,672.74,0.04013437583613283
MARIUS2,5,0.6231915318605528,125.41,0.03986922892911251
LOWELL2,15,0.8476940766585137,377.34,0.03975194784544443
GIORDNBRN11,22,0.8173314175875117,555.42,0.039609664758201005
LICHTENBER1,5,0.7394870835185512,127.55,0.03920031360250882
COPRNEJCT02,17,0.7080852576573862,438.09,0.038804811796662786
APOLLO17_2,5,0.7061644068245191,129.69,0.038553473667977484
ORIENTIRR1,9,0.9155134283476994,239.47,0.0375829957823527
GIORDNBRN13,18,0.7264402525296583,483.49,0.03722931187821878
GODDARDA02,7,1.8800734602131168,189.95,0.03685180310608055
HERODOTUSA2,21,0.5638048691871119,588.98,0.03565486094604231
MARIUS1,30,0.6247402663568598,849.64,0.0353090720775858
GRUITHMARE1,14,0.5818179884530458,399.39,0.03505345652119482
NEWCRATER11,30,0.7346402278363444,858.34,0.03495118484516625
FRSHCRATR22,18,0.5922110370670994,518.25,0.03473227206946455
LICHTENBER11,4,0.8155290295397752,115.27,0.03470113646221914
TYCHOPK04,5,0.7729734203886032,146.17,0.03420674557022645
FONTENELLEX,38,0.6405473730379028,1114.35,0.03410059676044331
MONSMORO,18,0.6490549892545736,532.74,0.033787588692420316
ZIRKEL01,9,0.6946574008655062,269.99,0.033334567946961
MESSIER,34,0.5873870559065707,1020.63,0.033312757806452875
LICHTENBERG,36,0.6901425440908769,1081.42,0.03328956372177322
GRUITHUISE1,4,0.6843720258328836,122.32,0.032701111837802485
CARLINIFLOW,12,0.7176347313060849,376.75,0.03185136031851361
MARIUS7,27,0.657134159867409,849.32,0.03179013799274714
LICHTENBER8,4,1.2077721571006168,129.58,0.030868961259453615
IMBRIUM,60,0.6602452347320305,1984.98,0.030227004806093763
LICHTENBER9,4,0.6870809540155768,132.38,0.030216044719746187
A13SIVB,4,0.597638242031456,134.25,0.0297951582867784
MESSIER1,19,0.5921694288835384,643.57,0.02952281803067265
TYCHOPK,29,0.9833154288489208,1003.0,0.028913260219341975
HARKHEBIH,4,1.8340449575680826,144.33,0.027714265918381484
BERESHEET1,11,0.5660039120402927,397.51,0.027672259817363085
INGENIIPIT,5,0.5507173956261676,185.25,0.02699055330634278
RIMASHARP2,26,0.6374013944275376,978.59,0.026568838839554867
HPONDS5,4,0.5594285185865384,151.77,0.02635566976345786
LICHTENBER12,3,0.5668256538615297,118.28,0.02536354413256679
HERODOMEGA1,10,0.6298690450495659,398.75,0.025078369905956112
TYCHOPK07,6,1.402957742438058,240.89,0.0249076341898792
SURVEYOR7,3,2.0830805708478213,126.32,0.023749208359721344
FRESHMELT,8,1.0012600448624067,340.92,0.02346591575736243
MARIUS3,3,0.7192144498475128,128.28,0.023386342376052385
RIMASHARP1,24,0.6359016551496375,1041.62,0.023041032238244274
LICHTENBER7,3,0.5475138804592166,132.55,0.022632968691059976
NECHO1,14,0.816450815558663,623.32,0.022460373483924788
LICHTENBER6,3,0.7139630055909325,134.84,0.022248590922574904
RIMASHARP,44,0.6339119753298548,2003.97,0.021956416513221257
MESSIER3,3,0.8733785272324038,136.66,0.021952290355627103
KINGCRATER2,4,0.8585872406402306,183.19,0.021835253015994323
ARISTARCH13,13,0.6516463561797868,601.37,0.021617307148677187
CRISIUMVOLC,3,0.5399390706974874,140.6,0.021337126600284497
CHANGE6,10,0.900513233306194,478.29,0.020907817432938174
RIMASHARP3,3,0.9544017235659374,144.48,0.020764119601328904
OCNSPRCLRM1,15,0.5585361033914188,731.36,0.02050973528768322
IMBRIUM2,20,0.7995496570318413,1028.67,0.019442581197079725
IMPACTMELT2,3,1.3010012435498708,165.64,0.018111567254286406
GIORDNBRNO3,3,3.48832136222619,167.08,0.017955470433325352
GIORDNBRN10,10,0.776194621308449,569.49,0.01755957084408857
LARMORQ2,3,1.6739034466074056,174.23,0.01721861906675085
LICHTENBER2,2,0.5736314401306115,121.72,0.01643115346697338
APOLLO17_6,2,0.7083163217973024,122.45,0.016333197223356473
TYCHOPK02,3,1.2191556182991723,189.3,0.01584786053882726
NFRIGORIS01,5,0.6339026131709328,338.52,0.014770176060498642
NEWCRATER4,3,0.5818246243154988,213.23,0.014069314824368054
TYCHOPK03,2,1.893969522709104,142.17,0.014067665470915102
OCNSPRCLRM2,10,0.6584949798842863,719.7,0.01389467833819647
FRIGORIS,17,0.6204560296362193,1306.01,0.013016745660446704
GIORDNBRNO2,2,0.6681927046876,155.05,0.012899064817800709
MREEXPLR,10,0.620864967922282,792.4,0.012619888944977285
GIORDNBRNO4,2,0.8184451574696653,163.27,0.012249647822625099
GIORDNBRNO5,2,0.8044351696993852,165.26,0.012102142079148009
GIORDNBRN16,4,0.6681927046876,332.16,0.012042389210019266
GRUITHUISEN,39,0.7905121060847943,3524.12,0.011066592511038217
TYCHOPK06,2,0.764406151373247,187.6,0.010660980810234541
TYCHOPK08,1,3.1357570557254872,95.8,0.010438413361169102
KINGCRATER4,2,1.3892308414079277,195.82,0.01021346134204882
LICHTENBER13,1,0.581964658962152,124.85,0.008009611533840609
MARIUS4,1,0.47582133574305,134.17,0.007453230975627935
MRECRISIUM3,1,0.6095076314132901,142.6,0.007012622720897616
MOOREF2,1,1.8619529440765517,146.22,0.00683900971139379
ARISTARCH10,2,1.3373769428523077,374.06,0.005346735817783243
KINGCRATER3,1,0.8879088278238922,188.88,0.0052943667937314694
MARIUS,1,0.47582133574305,387.84,0.0025783828382838284
