DTM_NAME,n_craters,median_d_km,cov_sqkm,crater_per_km2
ATLAS3,16,1.1273345061826658,169.63,0.09432293815952367
LASELMASIF4,33,0.948934371783128,349.89,0.09431535625482294
TOBIASW,54,0.6535806950257553,573.13,0.09421946155322528
LASELMASIF,175,0.6389490286881091,1864.64,0.09385189634460271
LASELMASIF7,46,0.6338925398401232,494.31,0.09305901155145556
AITKEN01,50,0.8437698292091139,537.43,0.09303537204845283
POSIDONIUS,100,0.7922777635725107,1075.0,0.09302325581395349
HORTENSIUS7,12,1.281228117152502,129.2,0.09287925696594428
LADEE2,64,0.8747185847681196,689.51,0.09281953851285696
FIRSOVSWRL,48,0.9583991405104819,517.36,0.0927787227462502
GIORDNBRNO8,55,0.705309121046625,595.02,0.09243386776915062
MASKELYNE,55,0.6526764069383038,595.67,0.09233300317289775
JACKSONPK01,80,0.7962341326284603,866.95,0.09227752465540111
IRIDIUMPIT1,74,0.6139466847712454,809.9,0.09136930485245093
JHERSRDGE01,106,0.6755073988360333,1160.8,0.09131633356305996
LORENTZU01,70,0.9871302365962068,766.78,0.09129085265656381
VINGHIRAMI,41,1.035547252740995,450.13,0.09108479772510164
HORTSVOLC01,38,0.6765747763479508,419.07,0.09067697520700599
HSCARP,75,0.6960598723519127,834.3,0.08989572096368213
FRSHCRATER20,48,0.7898718070326394,535.26,0.08967604528640287
CRISHORSE04,40,0.6543301534811174,451.62,0.08857003675656526
BUFFON3,25,0.6025718406006042,283.66,0.088133681167595
MRINGENII5,31,0.5911300504152448,352.18,0.08802316996990175
GRUITHUISE3,10,0.6942659219895015,114.48,0.08735150244584207
MARCH17,66,0.6906896986778499,757.98,0.0870735375603578
GRUITHUISE2,9,1.0477248312385703,103.56,0.08690614136732329
KOVALSKIY,34,1.0381536310563628,391.98,0.0867391193428236
AUSTRDARK01,13,0.9520017944325844,149.89,0.08673026886383349
MARIUS10,11,0.7145646935469395,127.94,0.08597780209473191
TRNQUILRDGE,59,0.5825586989626347,688.61,0.08567984780935507
GODDARDA01,79,0.675617668440386,926.96,0.08522482091999654
BOLYAI,25,1.2590945514036436,294.05,0.08501955449753443
THEOPHILUS4,19,0.667582066422343,224.35,0.08468910184978828
APOLLO17_7,57,0.7560793442669516,675.82,0.08434198455209967
MERSENIUS1,13,1.5379041864562235,154.28,0.08426238008815141
WEIRDCRTR,17,1.3306361092500556,203.69,0.08346016004713044
APOLLO17_11,35,0.6846404812005283,419.46,0.08344061412291995
THEOPHILUS5,19,0.6428195042901418,227.87,0.08338087506034142
SOSIGENES01,53,0.6420424205224196,637.0,0.08320251177394035
ROSSELAND2,21,1.9487037147253965,253.13,0.08296132422075614
ATLAS5,10,1.1190250682596419,121.34,0.08241305422778968
MTMARILYN,78,0.7342266653343923,966.78,0.08068019611493825
AUSTRDARK03,23,1.192483825042207,286.45,0.08029324489439693
ORIENTLVNT,44,1.0696802112403865,551.14,0.07983452480313533
ORIENTLVNT2,23,0.9939956100308556,288.42,0.07974481658692184
CHAUCERP02,40,1.242205623481515,502.57,0.07959090275981455
LASSELLH,31,0.5739674157743736,390.26,0.0794342233382873
THEOPHILUS2,26,0.7806993769884476,328.64,0.07911392405063292
SCHLUTER01,44,0.6982623797295113,558.44,0.07879091755604899
GODDARDA,85,0.6968029256381238,1091.22,0.07789446674364472
LUNOKHOD2_1,55,0.6434723664410437,707.5,0.07773851590106007
HSCARP4,11,0.745272254394196,142.67,0.07710100231303008
FRESH3,15,0.928139012920948,195.52,0.07671849427168576
MRINGENII1,9,0.6686742678092892,117.8,0.07640067911714771
ORIENTLVNT1,21,1.154281615335433,275.04,0.07635253054101221
LASELMASIF2,9,1.0885027675319183,118.8,0.07575757575757576
REINER8,45,0.6040809589025357,596.0,0.07550335570469799
AUSTRDARK,52,1.113699143892188,690.28,0.07533174943501188
NECTRIMI2,24,1.4516958807759266,319.06,0.07522096157462546
TSILKVSKIY2,32,0.5916596416222832,426.45,0.07503810528784148
FRSHCRATER18,24,0.8091226676442491,320.97,0.07477334330311243
RUMKERDOME,420,0.6904977953102945,5647.56,0.07436839980451734
EULERCTR,49,0.650121215792242,660.75,0.07415815361331819
APOLLO17,178,0.7125245744759231,2415.54,0.07368952697947458
HANSENSCRP,46,0.7412344045796602,626.13,0.07346717135419162
LASELMASIF3,29,0.9392144078035848,395.0,0.07341772151898734
FRSHCRATER15,47,0.6417112350043217,641.31,0.07328748966958258
ROSSECRTR1,26,0.6824999961981948,357.66,0.07269473801934798
LADEE1,48,0.791618114167054,662.1,0.07249660172179428
KEPLERVENT1,29,0.6574594557317175,401.95,0.07214827714889911
TMAYERIMP,55,0.6267406895154201,763.43,0.07204327836212882
ORIENTIRR2,31,0.8500883938656543,431.74,0.07180247371102978
ATLAS2,10,1.230169192648758,139.34,0.07176690110521028
MARIUSDOME2,44,0.6470212762817851,614.97,0.07154820560352537
ATLAS4,10,1.2831242728236436,139.79,0.07153587524143358
LUNOKHOD2_2,50,0.6349008571495379,704.04,0.07101869211976593
