dtm,res_m,row,col,x_m,y_m,depth_m,frangi,score
MARIUSPIT01,4.0,2117,1047,3629649.798343316,435131.87399984745,103.71185302734375,0.048556238412857056,5.035857677459717
MARIUSPIT01,4.0,1511,762,3626792.507146929,441205.9331998453,103.21067810058594,0.04171619191765785,4.305556297302246
MARIUSPIT01,4.0,2148,1076,3629940.5402545277,434821.1547998475,172.55198669433594,0.02422899194061756,4.180760860443115
MARIUSPIT01,4.0,3812,229,3621448.8713305276,418142.54999985336,53.41716003417969,0.07458767294883728,3.9842617511749268
MARIUSPIT01,4.0,2131,1067,3629850.3100062204,434991.54919984745,170.25848388671875,0.022812409326434135,3.8840062618255615
MARIUSPIT01,4.0,323,931,3628486.830698471,453113.49479984114,74.01612854003906,0.04175536334514618,3.0905704498291016
MARIUSPIT01,4.0,2137,1084,3630020.7449196894,434931.40999984747,169.49710083007812,0.017809251323342323,3.0186164379119873
MARIUSPIT01,4.0,4532,789,3627063.19789185,410925.8459998559,52.47401428222656,0.051148995757102966,2.683993101119995
MARIUSPIT01,4.0,1467,457,3623734.7042876375,441646.95399984514,47.28269958496094,0.05422515794634819,2.5639119148254395
MARIUSPIT01,4.0,1536,275,3621910.0481552077,440955.35319984535,18.40947914123535,0.12961123883724213,2.386075496673584
MARIUSPIT01,4.0,269,352,3622682.018057389,453654.7475998409,3.07690167427063,0.6761885285377502,2.0805656909942627
MARIUSPIT01,4.0,3406,754,3626712.3024817673,422211.96919985197,53.36555480957031,0.03837418928742409,2.0478599071502686
MARIUSPIT01,4.0,632,882,3627995.5771243554,450016.3259998422,34.40086364746094,0.05778084322810173,1.987710952758789
MARIUSPIT01,4.0,1866,254,3621699.510909158,437647.69719984656,13.82680606842041,0.13456086814403534,1.8605470657348633
MARIUSPIT01,4.0,57,1177,3630953.1241521947,455779.6659998402,4.7105865478515625,0.3715578019618988,1.7502552270889282
MARIUSPIT01,4.0,3420,765,3626822.5838963646,422071.64439985197,50.10602569580078,0.03455845266580582,1.7315866947174072
MARIUSPIT01,4.0,1404,623,3625398.9510897435,442278.41559984494,98.85452270507812,0.01709607057273388,1.6900238990783691
MARIUSPIT01,4.0,45,1047,3629649.798343316,455899.94439984014,2.764111280441284,0.6047676205635071,1.6716450452804565
MARIUSPIT01,4.0,41,936,3628536.958614197,455940.0371998401,3.7591607570648193,0.43844079971313477,1.6481693983078003
MARIUSPIT01,4.0,1266,1138,3630562.126409531,443661.61719984445,39.27839660644531,0.041598767042160034,1.6339328289031982
MARIUSPIT01,4.0,4105,187,3621027.7968384284,415205.75239985436,30.63238525390625,0.05248726159334183,1.6078100204467773
MARIUSPIT01,4.0,319,916,3628336.4469512925,453153.5875998411,69.88832092285156,0.02256501279771328,1.577030897140503
MARIUSPIT01,4.0,1268,1132,3630501.97291066,443641.57079984446,37.65260696411133,0.04187561944127083,1.5767261981964111
MARIUSPIT01,4.0,1395,612,3625288.669675146,442368.6243998449,100.28523254394531,0.01564553752541542,1.5690163373947144
MARIUSPIT01,4.0,1316,519,3624356.290442641,443160.4571998446,31.81262969970703,0.049242325127124786,1.5665278434753418
MARIUSPIT01,4.0,1405,607,3625238.54175942,442268.39239984495,101.62944030761719,0.015154846012592316,1.5401785373687744
MARIUSPIT01,4.0,462,951,3628687.342361375,451720.26999984164,40.02839660644531,0.03638054057955742,1.4562547206878662
MARIUSPIT01,4.0,2665,670,3625870.153497569,429639.16039984935,37.663330078125,0.038113560527563095,1.4354835748672485
MARIUSPIT01,4.0,4946,574,3624907.697515628,406776.2411998573,29.63160514831543,0.04734337329864502,1.402860164642334
MARIUSPIT01,4.0,3430,262,3621779.71557432,421971.412399852,35.85413360595703,0.038672808557748795,1.386579990386963
MARIUSPIT01,4.0,2670,663,3625799.9744155523,429589.0443998494,35.954071044921875,0.03835931420326233,1.3791735172271729
MARIUSPIT01,4.0,564,1139,3630572.1519926763,450697.903599842,31.834285736083984,0.042330849915742874,1.3475723266601562
MARIUSPIT01,4.0,1216,745,3626622.0722334604,444162.77719984425,37.13092803955078,0.03621276468038559,1.3446135520935059
MARIUSPIT01,4.0,4948,608,3625248.5673425654,406756.19479985733,31.076921463012695,0.043155185878276825,1.3411303758621216
MARIUSPIT01,4.0,3404,773,3626902.788561526,422232.01559985196,51.953399658203125,0.025780556723475456,1.3393875360488892
MARIUSPIT01,4.0,1461,449,3623654.4996224754,441707.0931998451,39.21464920043945,0.03340563178062439,1.3099901676177979
MARIUSPIT01,4.0,555,491,3624075.5741145746,450788.11239984195,36.00406265258789,0.0353851243853569,1.2740082740783691
MARIUSPIT01,4.0,3419,267,3621829.843490046,422081.66759985196,35.28943634033203,0.03597841039299965,1.269657850265503
MARIUSPIT01,4.0,2674,670,3625870.153497569,429548.9515998494,36.91432189941406,0.03319837898015976,1.22549569606781
MARIUSPIT01,4.0,420,342,3622581.762225937,452141.24439984147,2.3713507652282715,0.5159876942634583,1.2235878705978394
